id,pid,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,mo_sold,yr_sold,saleprice,house_age,remod_years,tot_bath,tot_outdoor_space,price_per_sqft,log_saleprice
1603,923252100,RL,59.0,6490,Reg,Inside,Mitchel,1Fam,1Story,5,7,1983,1983,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,GLQ,Unf,816.0,Ex,816,0,816,0.0,1.0,1,0,2,TA,4,0,Attchd,1983.0,Unf,1.0,264.0,Y,315,0,0,0,0,GdWo,4,2008,128500,25,25,1.5,315,78.73774509803921,11.763684183317412
1520,909177120,RL,60.0,7290,Reg,Corner,SWISU,1Fam,1Story,7,8,1921,1950,Gable,WdShing,Wd Shng,BrkFace,174.0,TA,BrkTil,TA,Unf,Unf,1228.0,Ex,1424,0,1424,0.0,0.0,2,0,2,TA,7,1,Attchd,1921.0,Unf,1.0,312.0,Y,0,0,90,0,0,none,4,2008,168000,87,58,2.0,90,63.34841628959276,12.031719258385396
1665,527402240,RL,0.0,7472,IR1,CulDSac,NAmes,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,BrkFace,138.0,TA,CBlock,TA,ALQ,Unf,725.0,Gd,725,754,1479,1.0,0.0,1,1,4,Gd,7,0,Attchd,1972.0,Fin,2.0,484.0,Y,0,32,0,0,0,none,6,2007,184000,35,3,2.5,32,83.48457350272233,12.122691036591123
2635,535478110,RL,70.0,7000,Reg,Inside,NAmes,2fmCon,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,ALQ,Unf,1025.0,TA,1025,0,1025,1.0,0.0,1,0,3,TA,6,0,none,0.0,none,0.0,0.0,Y,96,80,0,0,0,none,3,2006,124000,44,44,2.0,176,60.48780487804878,11.728036844587175
581,534127130,RL,0.0,11717,IR1,Inside,NWAmes,1Fam,1Story,6,6,1970,1970,Hip,HdBoard,HdBoard,BrkFace,571.0,TA,CBlock,TA,Unf,Unf,1442.0,TA,1442,0,1442,0.0,0.0,2,0,2,TA,6,1,Attchd,1970.0,RFn,2.0,615.0,Y,371,0,0,0,0,none,2,2009,185000,39,39,2.0,371,64.14701803051318,12.128111104060462
2435,528240080,RL,106.0,11194,IR1,Corner,Gilbert,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,Unf,Unf,1406.0,Ex,1454,482,1936,0.0,0.0,2,1,3,Gd,7,1,Attchd,2000.0,RFn,2.0,504.0,Y,188,124,0,0,0,none,11,2006,230500,6,6,2.5,312,68.9706762417714,12.348006141418841
2799,907285010,RL,90.0,11250,IR1,Corner,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,227.0,TA,PConc,Gd,ALQ,Unf,1054.0,Ex,1070,869,1939,0.0,1.0,2,1,3,Gd,8,1,Attchd,1998.0,RFn,3.0,555.0,Y,128,84,0,0,0,none,5,2006,227000,8,8,3.0,212,75.84363514868025,12.332705296463539
883,907414080,RL,64.0,8633,Reg,FR2,CollgCr,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,Unf,738.0,Ex,738,738,1476,1.0,0.0,2,1,3,Gd,7,0,Attchd,2005.0,Fin,2.0,540.0,Y,100,35,0,0,0,none,2,2009,173500,4,4,3.5,135,78.36495031616982,12.063932878369052
2537,534201300,RL,70.0,8400,Reg,Inside,NAmes,1Fam,SFoyer,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,GLQ,Unf,833.0,Gd,898,0,898,1.0,0.0,1,0,3,TA,6,0,Attchd,1968.0,RFn,1.0,326.0,Y,143,0,0,0,0,none,8,2006,140000,38,38,2.0,143,80.87810514153668,11.84939770159144
1120,528439010,RL,87.0,10037,Reg,Corner,Somerst,1Fam,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,none,0.0,Gd,PConc,Ex,GLQ,Unf,1460.0,Ex,1460,0,1460,0.0,0.0,2,0,3,Gd,6,1,Attchd,2006.0,Fin,2.0,480.0,Y,0,20,0,0,0,none,8,2008,247000,2,1,2.0,20,84.58904109589041,12.417143615610113
774,905107310,RL,0.0,8014,IR1,CulDSac,Sawyer,1Fam,SFoyer,6,5,1978,1978,Gable,Plywood,HdBoard,BrkFace,23.0,TA,CBlock,Gd,GLQ,Unf,456.0,TA,1034,0,1034,0.0,1.0,1,0,3,TA,5,1,Basment,1978.0,Fin,2.0,504.0,Y,0,0,0,0,0,none,6,2009,149900,31,31,1.5,0,100.60402684563758,11.917723684090689
1447,907202010,RL,0.0,12250,IR1,Inside,CollgCr,1Fam,1Story,5,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,180.0,TA,CBlock,Gd,ALQ,Unf,864.0,Ex,1174,0,1174,1.0,0.0,1,0,3,TA,5,0,Attchd,1978.0,Unf,2.0,528.0,Y,211,0,280,0,0,none,5,2008,158000,30,30,2.0,491,77.5269872423945,11.970350312009105
104,533223100,FV,0.0,2403,IR1,FR2,Somerst,TwnhsE,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,Unf,530.0,Ex,530,550,1080,0.0,0.0,2,1,2,Gd,4,0,Attchd,2003.0,RFn,2.0,496.0,Y,0,50,0,0,0,none,6,2010,147110,7,7,2.5,50,91.37267080745342,11.898935885244258
2694,903454080,RM,50.0,8600,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Unf,Unf,780.0,TA,780,596,1376,0.0,0.0,2,0,3,TA,7,1,Detchd,1937.0,Unf,1.0,198.0,N,0,0,0,0,0,none,6,2006,119500,69,56,2.0,0,55.426716141001855,11.691071650353702
920,909275080,RL,60.0,13680,Reg,Inside,Crawfor,1Fam,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,ALQ,Unf,840.0,Ex,840,727,1567,1.0,0.0,1,1,2,TA,6,2,Detchd,1961.0,Unf,2.0,440.0,Y,0,21,150,0,0,GdPrv,2,2009,205000,69,59,2.5,171,85.16825924387204,12.230765258120545
1951,535379110,RL,60.0,10800,Reg,Inside,OldTown,1Fam,2Story,5,9,1895,1999,Gable,Wd Sdng,HdBoard,None,0.0,TA,CBlock,Gd,Unf,Unf,736.0,Ex,751,783,1534,0.0,0.0,1,1,3,Gd,6,0,none,0.0,none,0.0,0.0,N,0,112,0,0,0,none,7,2007,148000,112,8,1.5,112,65.19823788546256,11.904967552746252
9,527146030,RL,39.0,5389,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,GLQ,Unf,1595.0,Ex,1616,0,1616,1.0,0.0,2,0,2,Gd,5,1,Attchd,1995.0,RFn,2.0,608.0,Y,237,152,0,0,0,none,3,2010,236500,15,14,3.0,389,73.65306758019308,12.373703486914124
2848,909176180,RL,60.0,10890,Reg,Inside,SWISU,1Fam,1.5Fin,5,5,1938,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,LwQ,Unf,1058.0,TA,1058,493,1551,1.0,0.0,2,0,3,Fa,6,0,Detchd,1938.0,Unf,1.0,240.0,Y,0,0,0,0,0,MnPrv,7,2006,137000,68,56,3.0,0,52.51054043694902,11.827736204810263
614,534431130,RL,68.0,9768,Reg,Inside,NAmes,1Fam,1Story,5,5,1955,1955,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Rec,ALQ,960.0,Gd,960,0,960,1.0,0.0,1,0,2,TA,5,0,Attchd,1955.0,RFn,1.0,330.0,Y,0,70,0,0,0,MnPrv,2,2009,122000,54,54,2.0,70,63.541666666666664,11.711776323715394
1736,528222030,RL,73.0,8993,IR1,Inside,Gilbert,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,1302.0,Ex,1302,0,1302,0.0,0.0,2,0,3,Gd,6,0,Attchd,2007.0,Fin,2.0,436.0,Y,0,22,0,0,0,none,8,2007,176485,0,0,2.0,22,67.77457757296467,12.080991165908294
2686,903400030,RL,50.0,11672,IR2,Inside,BrkSide,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Unf,Unf,816.0,TA,816,0,816,0.0,0.0,1,0,2,TA,4,0,Detchd,1925.0,Unf,1.0,210.0,N,168,0,112,0,0,none,7,2006,109000,81,56,1.0,280,66.78921568627452,11.59910316121128
2257,916253320,RM,0.0,9763,IR1,Inside,GrnHill,TwnhsE,1Story,7,5,1998,1998,Gable,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,PConc,Gd,GLQ,ALQ,1502.0,Ex,1502,0,1502,1.0,0.0,1,1,1,Gd,5,1,Attchd,1998.0,Fin,1.0,286.0,Y,0,0,0,0,0,none,9,2007,330000,9,9,2.5,0,109.85352862849534,12.706847933442663
1284,902100020,RM,56.0,9836,Reg,Inside,OldTown,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,GLQ,Unf,192.0,Gd,1133,0,1133,1.0,0.0,1,0,3,TA,7,0,Detchd,2008.0,Unf,1.0,308.0,Y,0,175,0,0,0,none,12,2008,143000,0,0,2.0,175,107.9245283018868,11.870599909242044
1765,528340030,RL,89.0,10557,IR1,Inside,NoRidge,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,422.0,Gd,PConc,Ex,GLQ,Unf,1408.0,Ex,1671,1407,3078,1.0,0.0,2,1,4,Gd,9,1,Attchd,1998.0,Fin,3.0,806.0,Y,108,87,0,0,0,none,7,2007,410000,9,9,3.5,195,91.39545251894783,12.92391243868049
1811,531380110,RL,70.0,8462,IR1,Inside,SawyerW,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,Gd,PConc,Gd,GLQ,Unf,928.0,Ex,936,785,1721,0.0,1.0,2,1,3,Gd,7,0,Attchd,1994.0,RFn,2.0,471.0,Y,300,87,0,0,0,none,7,2007,201000,13,13,3.0,387,75.87768969422423,12.211060187041213
2603,535380130,RL,60.0,10818,Reg,Inside,OldTown,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,Unf,Unf,1077.0,TA,981,779,1760,0.0,0.0,1,1,4,TA,7,1,Detchd,1935.0,Unf,2.0,648.0,Y,120,0,96,0,0,none,2,2006,80000,96,56,1.5,216,28.198801550934085,11.289781913656018
2220,909282020,RL,61.0,7259,IR1,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,ALQ,LwQ,1028.0,Ex,1436,884,2320,1.0,0.0,2,1,3,Gd,9,1,Detchd,1945.0,Unf,1.0,180.0,Y,224,0,0,0,0,MnPrv,7,2007,259500,62,5,3.5,224,77.5089605734767,12.46651198158808
2273,916477060,RL,0.0,11800,IR1,Inside,Timber,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,94.0,Gd,PConc,Gd,GLQ,Unf,1122.0,Ex,1146,1340,2486,1.0,0.0,3,1,5,Gd,10,1,BuiltIn,2003.0,Fin,2.0,452.0,Y,143,32,0,0,0,none,7,2007,279900,4,3,4.5,175,77.57760532150776,12.542187675503545
163,535453070,RL,75.0,7500,Reg,Inside,NAmes,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,LwQ,Rec,1246.0,Ex,1246,0,1246,1.0,0.0,1,1,3,Gd,6,0,Attchd,1959.0,RFn,1.0,305.0,Y,218,0,0,0,0,GdPrv,5,2010,154000,51,16,2.5,218,61.79775280898876,11.944707881395766
2116,906426060,RL,0.0,159000,IR2,CulDSac,ClearCr,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,CBlock,Gd,Rec,Unf,1444.0,Gd,1444,700,2144,0.0,1.0,2,0,4,Gd,7,2,Attchd,1958.0,Fin,2.0,389.0,Y,0,98,0,0,0,none,6,2007,277000,49,1,2.5,98,77.20178372352285,12.531772785169476
2734,905403050,RL,62.0,6488,Reg,Inside,Edwards,1Fam,1.5Fin,5,5,1942,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,BrkTil,TA,LwQ,Unf,799.0,Ex,799,351,1150,0.0,0.0,1,0,3,TA,6,2,BuiltIn,1942.0,Unf,1.0,215.0,Y,264,0,0,0,0,none,3,2006,128000,64,56,1.0,264,65.67470497691123,11.759785542901755
426,528108010,RL,110.0,14230,Reg,Corner,NridgHt,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,640.0,Gd,PConc,Gd,Unf,Unf,1566.0,Ex,1600,0,1600,0.0,0.0,2,0,3,Gd,7,1,Attchd,2007.0,RFn,3.0,890.0,Y,0,56,0,0,0,none,7,2009,256300,2,2,2.0,56,80.95388502842704,12.454103912352162
2216,909276210,RL,110.0,7810,IR1,Inside,Crawfor,1Fam,1.5Fin,4,6,1930,2003,Gable,AsbShng,CmentBd,None,0.0,TA,BrkTil,TA,GLQ,Unf,930.0,Ex,1230,525,1755,0.0,0.0,2,0,4,Gd,7,1,Detchd,1930.0,Unf,1.0,231.0,Y,0,40,0,0,0,none,11,2007,188000,77,4,2.0,40,70.01862197392924,12.144197241812087
2900,916475100,RL,85.0,14331,Reg,Inside,Timber,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,Gd,PConc,Ex,GLQ,Unf,1800.0,Ex,1800,0,1800,1.0,0.0,2,0,3,Gd,7,1,Attchd,2002.0,Fin,3.0,765.0,Y,270,78,0,0,0,none,5,2006,312500,4,4,3.0,348,86.80555555555556,12.652359748158593
97,533212010,FV,30.0,3182,Reg,Inside,Somerst,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,Unf,Unf,600.0,Ex,600,600,1200,0.0,0.0,2,1,2,Gd,4,0,Detchd,2004.0,RFn,2.0,480.0,Y,0,172,0,0,0,none,6,2010,151000,6,5,2.5,172,83.88888888888889,11.925035115797062
1680,527451170,RM,24.0,1920,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,ALQ,Unf,765.0,Ex,765,600,1365,1.0,0.0,1,1,2,TA,6,0,Detchd,1971.0,Unf,2.0,440.0,Y,240,36,0,0,0,none,8,2007,122500,36,36,2.5,276,57.51173708920188,11.715866308966918
1133,531371070,RL,68.0,10110,Reg,Inside,SawyerW,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,ALQ,835.0,Ex,835,861,1696,1.0,0.0,2,1,3,Gd,7,0,Attchd,2003.0,RFn,2.0,542.0,Y,143,66,0,0,0,none,7,2008,188000,5,5,3.5,209,74.27894112998814,12.144197241812087
2761,906394010,RL,91.0,10984,IR1,Corner,CollgCr,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,945.0,Ex,945,864,1809,0.0,0.0,2,1,3,Gd,8,0,Attchd,2005.0,RFn,2.0,638.0,Y,144,54,0,0,0,none,5,2006,209700,1,0,2.5,198,76.14379084967321,12.253433216890011
1642,527256030,RL,85.0,14082,IR1,Inside,StoneBr,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,945.0,Gd,PConc,Ex,GLQ,Unf,2220.0,Ex,2234,0,2234,1.0,0.0,1,1,1,Gd,7,1,Attchd,2006.0,RFn,2.0,724.0,Y,390,80,0,0,0,none,1,2007,441929,1,1,2.5,470,99.22070049393804,12.998904514672732
1141,531382110,RL,50.0,8480,IR1,Inside,SawyerW,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,GLQ,Unf,886.0,Ex,886,794,1680,0.0,1.0,2,1,3,Gd,7,0,Attchd,1993.0,RFn,2.0,474.0,Y,144,96,0,0,0,none,10,2008,163000,15,14,3.0,240,63.52299298519096,12.0015054797889
2118,906475110,RL,0.0,12205,IR1,Inside,ClearCr,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,CBlock,TA,LwQ,Unf,832.0,Gd,976,1111,2087,0.0,0.0,2,1,5,Gd,9,0,Attchd,1966.0,Fin,2.0,444.0,Y,133,168,0,0,0,none,7,2007,187500,41,0,2.5,301,64.23432682425488,12.141534124392603
870,907275010,RL,90.0,15750,Reg,FR3,CollgCr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,Gd,PConc,Gd,GLQ,Unf,1462.0,Ex,1513,0,1513,1.0,0.0,2,0,2,Gd,5,1,Attchd,1999.0,Fin,2.0,521.0,Y,135,34,0,0,0,none,6,2009,220000,10,9,3.0,169,73.94957983193277,12.301382825334498
1875,534201040,RL,70.0,8050,Reg,Inside,NAmes,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,ALQ,BLQ,949.0,TA,1107,0,1107,1.0,0.0,1,0,3,Gd,5,0,Attchd,1967.0,RFn,1.0,308.0,Y,88,64,0,0,0,none,3,2007,127000,40,14,2.0,152,61.7704280155642,11.751942365440728
155,535327140,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,None,0.0,TA,Slab,none,none,none,0.0,Ex,827,0,827,0.0,0.0,1,0,2,TA,5,1,Detchd,1967.0,Unf,1.0,392.0,Y,0,0,0,0,0,none,4,2010,107500,55,3,1.0,0,129.98790810157195,11.585246126549855
1318,902328040,RM,35.0,6300,Reg,Inside,OldTown,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,TA,CBlock,TA,Unf,Unf,742.0,Ex,742,742,1484,0.0,0.0,2,0,3,TA,9,1,none,0.0,none,0.0,0.0,Y,0,291,134,0,0,none,6,2008,128000,94,7,2.0,425,57.502246181491465,11.759785542901755
1285,902100030,RM,30.0,5232,IR3,Inside,OldTown,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,Unf,Unf,680.0,Gd,764,0,764,0.0,0.0,1,0,2,TA,4,0,Detchd,1965.0,Unf,2.0,504.0,N,0,0,0,0,0,none,6,2008,73000,83,4,1.0,0,50.554016620498615,11.198214720130528
2400,528164040,RL,72.0,11846,IR1,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,562.0,Gd,PConc,Ex,GLQ,Unf,1792.0,Ex,1792,0,1792,1.0,0.0,2,0,2,Ex,6,1,Attchd,2003.0,Fin,3.0,874.0,Y,206,49,0,0,0,none,8,2006,374000,3,2,3.0,255,104.35267857142857,12.832011076396668
1068,528178070,RL,130.0,16900,Reg,Inside,NridgHt,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,1110.0,Gd,PConc,Ex,GLQ,Unf,1479.0,Ex,1515,1134,2649,1.0,0.0,2,1,4,Gd,10,1,Attchd,2001.0,Fin,3.0,746.0,Y,0,60,0,0,0,none,1,2008,421250,7,6,3.5,60,102.04699612403101,12.950981760648709
361,527164060,RL,0.0,9636,IR1,Corner,Gilbert,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Unf,Unf,808.0,Gd,808,785,1593,0.0,0.0,2,1,3,TA,7,1,BuiltIn,1993.0,RFn,2.0,389.0,Y,342,40,0,0,0,MnPrv,12,2009,178000,17,16,2.5,382,74.13577675968347,12.089538829274222
1493,908128050,RL,90.0,10012,Reg,Inside,Edwards,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,BLQ,Rec,1138.0,TA,1181,0,1181,1.0,0.0,2,0,3,TA,6,0,Detchd,1974.0,RFn,2.0,588.0,Y,0,0,180,0,0,MnPrv,4,2008,137500,36,36,3.0,180,59.29279862009487,11.831379196088763
1110,528390020,RL,91.0,14303,IR1,Corner,NoRidge,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,Gd,PConc,Gd,GLQ,Unf,1986.0,Ex,1987,0,1987,1.0,0.0,2,0,2,Gd,7,1,Attchd,1994.0,Fin,2.0,691.0,Y,262,36,0,0,0,none,8,2008,301500,14,14,3.0,298,75.88723886232066,12.616525295149378
911,909250080,RL,43.0,5707,Reg,Inside,SWISU,1Fam,2Story,6,6,1935,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Unf,Unf,583.0,Gd,647,595,1242,0.0,0.0,1,1,3,TA,6,1,Detchd,1926.0,Unf,1.0,180.0,Y,329,96,0,0,0,none,3,2009,105000,74,59,1.5,425,57.534246575342465,11.56171562913966
2535,534201260,RL,78.0,9360,Reg,Inside,NAmes,1Fam,1Story,6,7,1968,2004,Hip,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,ALQ,Unf,976.0,TA,976,0,976,1.0,0.0,1,0,2,Gd,4,1,Attchd,1968.0,RFn,2.0,504.0,Y,94,0,0,0,0,none,8,2006,157500,38,2,2.0,94,80.68647540983606,11.967180737247824
2030,903430050,RM,40.0,5680,Reg,Inside,OldTown,1Fam,1.5Fin,5,3,1901,1950,Gable,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,Unf,Unf,969.0,TA,969,245,1214,0.0,0.0,1,0,2,TA,6,0,Detchd,1920.0,Unf,1.0,216.0,N,0,0,77,0,0,MnPrv,9,2007,117000,106,57,1.0,77,53.59596885020614,11.669929213779893
2634,535478090,RL,70.0,7000,Reg,Inside,NAmes,1Fam,1Story,5,6,1962,1962,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,BLQ,Unf,864.0,Gd,864,0,864,0.0,1.0,1,0,3,TA,5,0,Attchd,1962.0,Unf,1.0,336.0,Y,0,0,0,0,0,GdWo,2,2006,105000,44,44,1.5,0,60.763888888888886,11.56171562913966
1530,909256060,RL,51.0,10480,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Unf,Unf,1064.0,Ex,1166,0,1639,0.0,0.0,1,0,3,TA,6,0,Detchd,1936.0,Unf,1.0,240.0,Y,0,0,0,0,0,none,3,2008,115000,72,58,1.0,0,42.54532001479837,11.652687407345388
435,528112040,RL,95.0,11578,Reg,Inside,NridgHt,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,302.0,Ex,PConc,Ex,Unf,Unf,1736.0,Ex,1736,0,1736,0.0,0.0,2,0,3,Ex,7,1,Attchd,2008.0,RFn,3.0,834.0,Y,319,90,0,0,0,none,7,2009,360000,1,1,2.0,409,103.68663594470046,12.793859310432293
812,906226110,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,Slab,none,none,none,0.0,TA,1535,0,1535,0.0,0.0,2,0,4,TA,8,0,Attchd,1979.0,Unf,2.0,400.0,Y,0,0,0,0,0,none,6,2009,118858,30,30,2.0,0,77.43192182410424,11.685684782260491
1202,534251280,RL,0.0,9130,Reg,Inside,NWAmes,1Fam,2Story,6,8,1966,2000,Hip,HdBoard,HdBoard,BrkFace,252.0,TA,CBlock,TA,GLQ,Rec,800.0,Gd,800,832,1632,0.0,1.0,1,1,4,Gd,7,0,Attchd,1966.0,Unf,2.0,484.0,Y,0,40,0,0,0,none,7,2008,173000,42,8,2.0,40,71.13486842105263,12.061046873479915
666,535383120,RL,60.0,10800,Reg,Corner,OldTown,1Fam,1Story,3,5,1890,1998,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,Unf,Unf,630.0,TA,725,0,725,0.0,0.0,1,1,1,TA,4,0,Detchd,1959.0,Unf,1.0,320.0,Y,0,30,0,0,0,none,11,2009,78500,119,11,1.5,30,57.93357933579336,11.2708539037705
1751,528240020,RL,62.0,8244,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,840.0,Ex,840,880,1720,0.0,0.0,2,1,3,Gd,7,1,Attchd,2004.0,Fin,2.0,440.0,Y,100,48,0,0,0,none,5,2007,183500,3,3,2.5,148,71.6796875,12.119969946476761
705,902135020,RM,60.0,6000,Reg,Inside,OldTown,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Fa,CBlock,Fa,Unf,Unf,936.0,TA,936,0,936,0.0,0.0,1,0,2,TA,4,0,Detchd,1974.0,Unf,2.0,576.0,Y,0,32,112,0,0,none,2,2009,93000,56,56,1.0,144,49.67948717948718,11.440354772135393
1744,528228375,RL,0.0,3621,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,72.0,Gd,PConc,Gd,GLQ,Unf,1406.0,Ex,1589,0,1589,1.0,0.0,2,0,2,Gd,7,1,Attchd,2003.0,Fin,3.0,630.0,Y,143,20,0,0,0,none,11,2007,226500,4,4,3.0,163,75.62604340567613,12.330500223905226
357,527163040,RL,59.0,7837,IR1,Inside,Gilbert,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,799.0,Gd,799,772,1571,0.0,0.0,2,1,3,TA,7,1,Attchd,1993.0,RFn,2.0,380.0,Y,0,40,0,0,0,none,5,2009,178000,16,15,2.5,40,75.10548523206751,12.089538829274222
2133,907192120,RL,72.0,10665,IR1,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,Gd,PConc,Gd,GLQ,Unf,1453.0,Ex,1479,0,1479,1.0,0.0,2,0,3,Gd,7,0,Attchd,2003.0,RFn,2.0,558.0,Y,144,29,0,0,0,none,6,2007,226000,4,4,3.0,173,77.08049113233288,12.328290278254423
989,924100060,RL,70.0,10457,IR1,Inside,Mitchel,1Fam,2Story,5,7,1969,1969,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,CBlock,TA,BLQ,LwQ,784.0,Ex,784,848,1632,0.0,0.0,1,1,4,TA,7,1,Attchd,1969.0,RFn,2.0,898.0,Y,0,173,368,0,0,MnPrv,4,2009,173000,40,40,1.5,541,71.60596026490066,12.061046873479915
562,532378120,RL,60.0,8281,IR1,Inside,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Rec,BLQ,864.0,Gd,864,0,864,0.0,0.0,1,0,3,TA,5,1,Detchd,1965.0,Unf,1.0,360.0,Y,0,0,236,0,0,GdWo,12,2009,62383,44,44,1.0,236,36.101273148148145,11.041048081342682
